cust_id,revenue,days_elapsed,transactions,last_visit,email_offer,redeemed
NLOWBI2H,122.8,13,11,2022-05-17,1,1
GEEIE3A9,75.2,36,9,2022-04-24,0,0
FLX0QATY,108,16,11,2022-05-14,0,0
00R7TSLR,98.3,7,10,2022-05-23,0,0
0K2WY21Z,107.8,37,11,2022-04-23,0,0
HICGFJGX,89.3,51,10,2022-04-09,0,0
0QMV2YWO,79.3,47,7,2022-04-13,0,0
FMLEYZSY,124.5,1,12,2022-05-29,0,0
XO7FT2Y7,91.1,49,11,2022-04-11,0,0
ZXC7YMFS,122.9,46,15,2022-04-14,0,0
TNVJQUCO,43.1,47,5,2022-04-13,0,0
7QF3K6KV,84.9,52,9,2022-04-08,0,0
BC9AAQYS,84.5,24,8,2022-05-06,0,0
WYFUGPFN,79.5,8,9,2022-05-22,1,0
MBW79FIV,61.6,54,10,2022-04-06,0,0
NTOY0OIF,136.4,34,12,2022-04-26,0,0
4AT11Q67,153,27,17,2022-05-03,0,0
LZSI1LFC,75.7,42,11,2022-04-18,0,0
3DSJUPDW,97.2,22,12,2022-05-08,1,0
MEZCPQQ4,129.2,35,12,2022-04-25,0,0
Q8S19O07,138.6,29,14,2022-05-01,0,0
XV2HDHM2,75.1,52,9,2022-04-08,0,0
9K2KBQGO,109.1,2,10,2022-05-28,0,0
ST4A74H2,102.2,9,14,2022-05-21,0,0
J7YBH0QB,73.5,9,6,2022-05-21,0,0
HTIDJPUV,93.5,24,12,2022-05-06,0,0
THTIJ5A7,69.2,28,10,2022-05-02,0,0
Y1805L09,110.8,23,12,2022-05-07,0,0
8LZJ0ECQ,122.1,18,10,2022-05-12,0,0
Q0V8HD3D,141.1,6,14,2022-05-24,0,0
ZH7TNIM6,103.6,9,14,2022-05-21,1,1
M0BC7HJR,66.9,51,5,2022-04-09,0,0
GPNY6FX7,147.9,41,14,2022-04-19,0,0
G6WQUV7I,73.1,9,8,2022-05-21,0,0
VJE7POZO,79,51,9,2022-04-09,0,0
LMM6UHRR,127.1,52,10,2022-04-08,0,0
3EW8UOSN,113.7,14,12,2022-05-16,0,0
KGCQ8LT4,107.9,10,8,2022-05-20,0,0
SYM8O3WK,70,33,8,2022-04-27,0,0
NHU990UU,110.7,25,10,2022-05-05,0,0
X7CZS2H7,59.6,16,7,2022-05-14,1,0
ZT2Q044K,92.2,40,11,2022-04-20,0,0
13R7ASJQ,59.5,11,7,2022-05-19,1,0
Z0EJUA51,56.6,51,6,2022-04-09,0,0
GA1SB028,141.6,25,14,2022-05-05,0,0
BKHGPLEW,60.4,54,6,2022-04-06,0,0
2TAFGGJR,64.7,25,6,2022-05-05,1,0
OD0AHL1N,106.3,36,13,2022-04-24,1,1
0ALVB8V8,110.9,47,9,2022-04-13,0,0
S59N975P,131.8,25,14,2022-05-05,0,0
2ZZWOGUR,101.7,10,10,2022-05-20,0,0
K0MR9972,95.5,18,11,2022-05-12,0,0
88OPSZM8,97.3,40,11,2022-04-20,0,0
W889RC9Q,90.3,28,12,2022-05-02,0,0
OIW1995Z,148.5,22,13,2022-05-08,0,0
OKG17DKY,85.4,19,10,2022-05-11,1,0
XMNU14P7,143.9,47,14,2022-04-13,0,0
BKAP8M9J,110.7,14,13,2022-05-16,1,1
XPF6B9SI,109.3,8,11,2022-05-22,1,0
ER6FJS0L,115.1,32,14,2022-04-28,0,0
7BPKSZQT,108.8,51,9,2022-04-09,1,0
WT2OMT48,103,55,10,2022-04-05,0,0
QANADEH0,146,33,14,2022-04-27,0,0
SSZZS260,91.7,45,10,2022-04-15,0,0
SQ889E22,101.1,49,10,2022-04-11,0,0
JKT2O4AQ,84.6,8,7,2022-05-22,0,0
UVISXRKO,182.5,37,16,2022-04-23,0,0
N1REDEYB,102.9,9,10,2022-05-21,0,0
6GU8CQ4Z,60.2,45,7,2022-04-15,0,0
1TTMXAWN,72.6,51,10,2022-04-09,1,0
EH7VROZT,62.7,28,8,2022-05-02,0,0
022ZITY7,135,44,12,2022-04-16,0,0
T49JHXI0,102.5,15,12,2022-05-15,0,0
ICUIEB5K,64.9,32,8,2022-04-28,0,0
VVDU63MS,51.2,27,8,2022-05-03,0,0
XT3NX26F,83.3,55,10,2022-04-05,0,0
YAQLQIRE,134.3,46,12,2022-04-14,0,0
BRYLG47V,62.8,9,8,2022-05-21,0,0
6TV9V2ZX,133.5,22,11,2022-05-08,0,0
T6KBC3QK,91.5,53,9,2022-04-07,1,0
QRZ2JG2O,100.3,51,9,2022-04-09,0,0
XWENHRY4,133.5,9,10,2022-05-21,0,0
FEP20MHM,81.5,49,7,2022-04-11,0,0
QRVBWCDL,85.1,40,8,2022-04-20,0,0
INHHAHJU,127.4,44,15,2022-04-16,0,0
UGNFJ6V6,108.6,27,11,2022-05-03,1,1
7C96RU98,82.6,9,10,2022-05-21,0,0
8610UCRI,136.8,6,16,2022-05-24,0,0
NXLQ7EHN,71,21,7,2022-05-09,1,0
3F9ZJTCL,109.8,20,11,2022-05-10,0,0
2GEXJHPA,77.3,33,8,2022-04-27,0,0
1W7KS2ZE,101.3,15,9,2022-05-15,0,0
YJP65ZJ0,120.6,15,15,2022-05-15,0,0
X0BFOG1J,68,21,8,2022-05-09,1,1
ZK4YCM6Y,177.8,34,16,2022-04-26,0,0
N3KMGECW,146.7,20,14,2022-05-10,0,0
HSQ7S4AB,66.6,16,10,2022-05-14,0,0
979VIJ2W,63.3,56,7,2022-04-04,1,0
4ZP0FI2S,115.9,14,12,2022-05-16,0,0
LGMS0Z1R,136.6,7,13,2022-05-23,0,0
Y6PIP62V,122.8,52,11,2022-04-08,0,0
PKX2TD26,43,25,5,2022-05-05,0,0
9IK89GHY,93.6,39,14,2022-04-21,0,0
XKDCHWQP,106.4,25,10,2022-05-05,0,0
6YYS3K1D,48,29,7,2022-05-01,0,0
J2A0Y2C4,62.5,40,8,2022-04-20,0,0
928IWJZD,150.4,30,13,2022-04-30,1,0
Z9QPVOH0,50.5,44,6,2022-04-16,0,0
6JDZRK1K,71.1,26,10,2022-05-04,0,0
X9LF5QU2,142.8,43,17,2022-04-17,0,0
QTSOTPN6,132,34,14,2022-04-26,0,0
EN3IP429,132.3,32,12,2022-04-28,0,0
ZOUHRXMK,89.7,19,15,2022-05-11,0,0
9NIQ1D5H,101.4,57,8,2022-04-03,0,0
UO2VKUKO,88.6,3,13,2022-05-27,1,0
XSUF6HIO,112.8,39,13,2022-04-21,0,0
FTX1NC5X,183.6,44,14,2022-04-16,0,0
0PQFMT4Y,52.2,40,7,2022-04-20,0,0
TF6OHT2W,89.7,0,11,2022-05-30,0,0
436VPWAZ,108.9,27,10,2022-05-03,0,0
5H3SP8JR,28.2,57,7,2022-04-03,0,0
FUR4NHCV,136.3,41,14,2022-04-19,0,0
S8ASUW72,158.8,34,19,2022-04-26,0,0
YPEQ3E4V,73.4,44,8,2022-04-16,0,0
XMWV2T8U,75.5,9,11,2022-05-21,0,0
BJCQ108C,63.4,36,10,2022-04-24,0,0
CWWFKFDY,84.3,9,10,2022-05-21,1,0
TL9V8WQJ,74.3,40,7,2022-04-20,0,0
YZ5LNOAZ,137.1,28,11,2022-05-02,1,0
O6D2Q8AE,73.2,35,9,2022-04-25,0,0
GTPU405R,166.2,55,14,2022-04-05,0,0
VCSQ6E5L,141.2,15,13,2022-05-15,0,0
JLO4OORE,88.5,43,10,2022-04-17,0,0
GQ6MASCW,71.9,35,9,2022-04-25,1,0
EQZL7Q88,52.2,46,7,2022-04-14,0,0
WAU66LNJ,86.7,55,6,2022-04-05,0,0
S79VYCL1,65.8,17,7,2022-05-13,0,0
3MORUP6T,136,57,11,2022-04-03,0,0
KD8I6I0X,129.3,8,14,2022-05-22,0,0
6SFVBLF3,62,55,7,2022-04-05,0,0
JT4SETND,71.5,13,8,2022-05-17,0,0
T07DYMF6,162.4,46,14,2022-04-14,0,0
1Q6HKS3Y,138.2,47,13,2022-04-13,0,0
4PNYPSK6,107.3,49,11,2022-04-11,0,0
GQ1LLW26,94.7,23,9,2022-05-07,0,0
LW13Q0KP,111.8,38,11,2022-04-22,0,0
K2BK3ZMY,123.3,2,11,2022-05-28,0,0
KBHZ8FMO,101.1,55,11,2022-04-05,0,0
07QBSTWC,91.8,48,10,2022-04-12,1,1
3CIVN7NQ,99.3,46,10,2022-04-14,0,0
F9TUFOQZ,93.3,12,8,2022-05-18,0,0
EWVNQF8K,101.4,48,12,2022-04-12,1,0
G948BP05,139.1,56,13,2022-04-04,0,0
0DIZF3HZ,105.5,5,9,2022-05-25,0,0
LAL5EVWB,135.5,10,14,2022-05-20,0,0
A354IIG0,50.4,49,6,2022-04-11,0,0
FXRD5NIK,112.5,11,15,2022-05-19,1,0
FXRAOTMK,158.5,15,15,2022-05-15,0,0
8FIBFM70,87.9,47,13,2022-04-13,1,0
VRGYNTA4,121.7,41,10,2022-04-19,0,0
IUN48O94,37.3,45,4,2022-04-15,0,0
RIFUE3CU,73.1,22,10,2022-05-08,0,0
Y05J30JX,79.7,40,9,2022-04-20,0,0
QHR67HTJ,161.6,10,17,2022-05-20,0,0
GTVQO7RS,141.7,45,14,2022-04-15,0,0
VB8P895B,91,53,10,2022-04-07,1,0
8KUWFHSJ,120.2,50,12,2022-04-10,0,0
LF8HKLYF,143.4,17,13,2022-05-13,1,0
PBRX1K8O,129.3,51,11,2022-04-09,0,0
JFOJDORK,70.2,47,11,2022-04-13,0,0
H2RTVJJO,72,58,8,2022-04-02,0,0
TYBV52HK,139.7,50,10,2022-04-10,1,1
548DRJNX,86.1,6,12,2022-05-24,0,0
QAC0040G,93.6,52,12,2022-04-08,0,0
LIA7BH3M,114.7,21,12,2022-05-09,0,0
N06L6FLG,150.5,50,15,2022-04-10,0,0
60158FVV,54.7,21,5,2022-05-09,0,0
IYXH2A22,138.1,49,16,2022-04-11,0,0
UGD4SIRN,180.1,23,18,2022-05-07,0,0
F1RI29HO,121.1,43,11,2022-04-17,0,0
G4D777J1,108.2,48,9,2022-04-12,0,0
KAY1TLUR,150.5,0,11,2022-05-30,0,0
E65F9NDL,93.5,44,12,2022-04-16,0,0
2TW28PWM,118.5,28,11,2022-05-02,0,0
42Z90CZZ,235.3,53,19,2022-04-07,1,1
0H3HCXMN,82.8,28,10,2022-05-02,1,0
5HRP93U8,144.7,50,9,2022-04-10,0,0
GLT1DDGL,93.7,33,8,2022-04-27,1,0
UYIIJDVR,119.4,45,14,2022-04-15,0,0
5XZUDZKF,92.2,47,10,2022-04-13,0,0
IFZ414VZ,45.7,47,6,2022-04-13,0,0
25AJN9C0,79.6,14,8,2022-05-16,0,0
LA834QWC,83.6,47,10,2022-04-13,1,1
356LFT9A,57.7,35,6,2022-04-25,0,0
L4FWNP44,146.8,51,15,2022-04-09,0,0
2KT19QW2,121.9,40,12,2022-04-20,0,0
TW7SI2GQ,92.5,50,10,2022-04-10,0,0
HUBW73GZ,71.8,47,8,2022-04-13,1,0
YYRXRWI5,105.1,31,9,2022-04-29,0,0
PD08QNBZ,70.8,40,8,2022-04-20,0,0
9YC9OHMI,71.8,54,6,2022-04-06,0,0
FYO5NI0X,130.1,24,11,2022-05-06,0,0
BL7GMQET,59.3,10,6,2022-05-20,0,0
0WLKCXQA,125.6,38,9,2022-04-22,0,0
R57AMNT0,129.2,9,12,2022-05-21,0,0
1W1MFTWG,105.8,7,10,2022-05-23,0,0
2DDCKXCQ,110,57,11,2022-04-03,0,0
OZR33DHY,128.1,18,12,2022-05-12,0,0
EYJOTG9B,118.1,6,9,2022-05-24,0,0
TBZVSUSI,137.2,16,12,2022-05-14,0,0
D3RJ5OL1,45.4,25,7,2022-05-05,0,0
LSZ1KYUS,112.1,54,12,2022-04-06,0,0
0MD54OAQ,86,55,10,2022-04-05,0,0
HBC2997L,79.9,20,10,2022-05-10,1,0
MJS3ZXSA,198.4,54,15,2022-04-06,0,0
U5F1VWT2,104.4,51,10,2022-04-09,0,0
TY1253ZV,95.2,38,10,2022-04-22,1,1
JUT9B9L1,106.1,43,9,2022-04-17,0,0
OWA5S9EX,108.9,22,10,2022-05-08,0,0
FDH3DFAY,131.6,10,14,2022-05-20,0,0
VPLAZB1D,67.9,56,7,2022-04-04,0,0
UIB0O9K1,79.4,4,7,2022-05-26,0,0
CUQQRP0V,94.7,9,9,2022-05-21,0,0
UFZENT21,72.3,34,10,2022-04-26,0,0
YB44VF4N,86.6,0,8,2022-05-30,0,0
OZWXWJ9J,140.9,48,14,2022-04-12,0,0
Q0O4XWGU,149.4,39,12,2022-04-21,0,0
0Z6HFNVJ,123.6,50,11,2022-04-10,0,0
DW53XRQS,121.4,38,11,2022-04-22,0,0
LUPHM5U4,115.2,30,12,2022-04-30,1,1
MW9RYY5N,75.4,47,8,2022-04-13,0,0
MNY5SFTT,82.2,30,10,2022-04-30,0,0
M2HRV5IS,157.6,29,18,2022-05-01,1,0
IS1T0KUP,110.1,21,13,2022-05-09,0,0
5Q3238AY,93.7,31,10,2022-04-29,0,0
FQ8LZ3F2,114.1,8,11,2022-05-22,0,0
PO2G6KL2,71.6,18,8,2022-05-12,0,0
FDBJG45Y,120.5,35,12,2022-04-25,0,0
AOHG26HM,36.9,47,4,2022-04-13,0,0
FZI7W6QA,70.1,8,5,2022-05-22,1,0
I4YHEG6C,68,43,8,2022-04-17,1,0
6VVIKCES,79.7,20,7,2022-05-10,0,0
MOZDY5FM,31.9,51,4,2022-04-09,0,0
PU1Q84HW,86,34,11,2022-04-26,0,0
DJJ5SUQC,73.2,26,9,2022-05-04,0,0
SKR0CCQR,127.7,41,14,2022-04-19,0,0
Z6HHYZ0B,125.8,23,14,2022-05-07,0,0
JR5D6JKC,105.3,27,11,2022-05-03,0,0
1N35UZPR,177.8,53,15,2022-04-07,0,0
H2VE44GG,59,27,6,2022-05-03,1,0
8YC8QAEB,60,40,8,2022-04-20,0,0
9RNCLNNU,113.2,46,11,2022-04-14,0,0
KUL7LFN4,95.9,47,10,2022-04-13,1,1
5A97QM7D,48.4,28,4,2022-05-02,0,0
MBHRI3SI,65.5,50,8,2022-04-10,0,0
HGBG5Z83,54.1,47,11,2022-04-13,1,0
QV6Z9YYP,84.8,17,10,2022-05-13,0,0
U3570D81,84.1,47,9,2022-04-13,0,0
0J3LUQ0P,142,43,13,2022-04-17,0,0
A7JZMELY,111,36,11,2022-04-24,1,0
2MMBFRF9,140.7,44,14,2022-04-16,0,0
CMDA3GBM,36.9,5,7,2022-05-25,0,0
4KQ1M3FM,110.9,22,12,2022-05-08,0,0
HV2M8UB4,94.2,50,14,2022-04-10,1,0
S41O7M6D,143.6,23,10,2022-05-07,0,0
LWLR1ICW,122.7,55,13,2022-04-05,0,0
N6SH6HRJ,64,25,6,2022-05-05,0,0
NW67K1SY,44.3,57,5,2022-04-03,0,0
E83LSLBW,88.5,16,9,2022-05-14,0,0
BLRU502I,88.4,54,7,2022-04-06,1,1
W2888H2Z,34.3,1,5,2022-05-29,0,0
IUK28FAD,116.2,22,14,2022-05-08,0,0
8J3TIZG4,126.1,27,12,2022-05-03,0,0
R3FA1PDR,69.6,58,9,2022-04-02,0,0
EZD9I8WD,97.1,21,10,2022-05-09,0,0
JOJZFW4U,118.3,37,10,2022-04-23,0,0
PUQCRLJ0,115.1,21,14,2022-05-09,0,0
Z5108H54,98.8,7,8,2022-05-23,0,0
ZNWAG8J7,135.1,46,11,2022-04-14,1,0
OOI21YYN,103.3,1,11,2022-05-29,0,0
SEZKD1XL,59.9,53,6,2022-04-07,0,0
LA9HNZ3F,39.4,41,5,2022-04-19,0,0
UUR3UYAG,85.7,18,13,2022-05-12,1,0
IV4J8WUG,121.4,10,13,2022-05-20,0,0
0X53BN1D,64.1,41,8,2022-04-19,0,0
M7JPYBX2,90.6,33,11,2022-04-27,0,0
79EHCRGK,67.5,31,9,2022-04-29,1,0
D6Y5USMZ,160.6,52,13,2022-04-08,0,0
W1HKAUZ2,66.1,52,7,2022-04-08,0,0
UWI9CNOJ,90.8,45,9,2022-04-15,0,0
AVT9PQLS,92,26,14,2022-05-04,0,0
TXWQGRNH,96.9,45,12,2022-04-15,0,0
G5KP1VEV,97.9,40,9,2022-04-20,0,0
RP5XYJI3,66.9,1,10,2022-05-29,0,0
RQD5KR2O,107.7,55,11,2022-04-05,0,0
HHNMTI9Y,161.2,26,12,2022-05-04,1,0
8NIZCU6F,128.3,56,12,2022-04-04,0,0
6XRFUJWL,68.6,10,7,2022-05-20,0,0
309C3HN2,106.1,50,8,2022-04-10,0,0
C8TGB287,130.6,32,10,2022-04-28,1,0
EKF7TYD5,124,53,12,2022-04-07,0,0
15L6WIMI,109.9,13,11,2022-05-17,0,0
54IN09HZ,100.3,19,9,2022-05-11,0,0
Q9TTDS5R,131.4,35,12,2022-04-25,0,0
W3W6HHZS,123.2,37,12,2022-04-23,1,0
B6RE6HHW,125.9,24,14,2022-05-06,0,0
R5HFUXAT,120.2,5,12,2022-05-25,0,0
YMCECM8C,76.5,37,7,2022-04-23,1,0
MFSKY8S8,65.6,47,8,2022-04-13,0,0
8AZQMTJG,61.9,29,7,2022-05-01,0,0
OLL82YME,115.2,13,13,2022-05-17,1,0
4I8APG4C,101,44,7,2022-04-16,0,0
CK8XIS2S,66.5,52,11,2022-04-08,0,0
ZRD3WRTI,93.8,37,12,2022-04-23,0,0
520IGEBS,106.2,54,11,2022-04-06,1,0
4XKK69LX,83.9,58,11,2022-04-02,0,0
2207FCHI,75,17,10,2022-05-13,0,0
7NHZKH91,112.1,26,10,2022-05-04,1,0
NTNN05V9,107.1,19,10,2022-05-11,0,0
C0HB82QP,121.6,3,14,2022-05-27,0,0
QEUBI0Y6,112.9,30,10,2022-04-30,0,0
2GK7A1SL,68.8,10,7,2022-05-20,0,0
WOCLRRZS,96.5,19,13,2022-05-11,0,0
GHC7069Z,28.5,23,4,2022-05-07,0,0
RMLKO806,106.4,49,10,2022-04-11,0,0
BZJS5IRI,52.6,55,6,2022-04-05,0,0
74KMBWYC,101.3,31,8,2022-04-29,0,0
TSG0F6E9,113.2,18,9,2022-05-12,0,0
6A2OI1C1,84.6,21,12,2022-05-09,0,0
54QION70,90.8,22,12,2022-05-08,0,0
AHJX0RD8,196,49,15,2022-04-11,0,0
XO88C115,126.3,7,10,2022-05-23,0,0
5TRACVBP,65.8,29,6,2022-05-01,0,0
JJNT0GE2,64,15,9,2022-05-15,0,0
XIWYHINH,125.2,43,12,2022-04-17,0,0
BQ4A3LUO,84.9,17,9,2022-05-13,0,0
JL6LF0XP,114.8,47,15,2022-04-13,0,0
RSM5JYN9,51.3,5,5,2022-05-25,0,0
PS65S2WH,78,44,10,2022-04-16,0,0
XTSMR8FQ,176.6,25,16,2022-05-05,0,0
86OX06B0,138.4,46,16,2022-04-14,0,0
Q9C3B4WD,72.7,36,12,2022-04-24,0,0
AHPGTN4F,137.4,39,14,2022-04-21,0,0
S225QL3W,109.6,37,10,2022-04-23,0,0
XX3S3JPR,84.3,4,12,2022-05-26,0,0
7QQOB0JB,135.9,17,15,2022-05-13,0,0
T9VJ60J6,149.7,12,14,2022-05-18,0,0
7JWDOGQF,156.9,34,14,2022-04-26,0,0
BW0GQB81,94.8,12,12,2022-05-18,0,0
0BR9HNDX,53.5,50,7,2022-04-10,1,0
UH4HNAW1,39.9,6,6,2022-05-24,0,0
TFTZBIQA,114.4,12,16,2022-05-18,0,0
UE1DDJVZ,242.8,19,20,2022-05-11,1,0
WBQABF7H,30.3,13,5,2022-05-17,0,0
7VG240M3,97.3,34,12,2022-04-26,0,0
6KNPHUBI,121.1,42,11,2022-04-18,0,0
E61TGOJ1,87.2,43,7,2022-04-17,0,0
8ITAGALD,48.5,10,7,2022-05-20,0,0
QUWUN8X4,71.7,11,8,2022-05-19,0,0
7D1XBFKQ,51.6,56,8,2022-04-04,1,0
AUKVM82D,86.7,6,9,2022-05-24,0,0
6D952BAU,64.8,6,8,2022-05-24,0,0
1IMH1KNM,66.2,34,7,2022-04-26,1,0
KQVV67DF,169,6,16,2022-05-24,0,0
AE0I15WV,63.2,8,7,2022-05-22,0,0
DMA2MNUK,26.9,25,4,2022-05-05,1,0
MI6SCR6E,103.4,13,12,2022-05-17,1,0
4B8CI9BQ,141.9,26,12,2022-05-04,0,0
PZIFL8Z7,115.4,39,13,2022-04-21,0,0
4UICKLS1,98.7,42,10,2022-04-18,0,0
"NANB3F51",123.1,45,10,2022-04-15,0,0
UG75NCB6,149.7,58,14,2022-04-02,0,0
JLUBP44Y,92.7,57,10,2022-04-03,0,0
1JD6IPR0,97.7,39,12,2022-04-21,0,0
N3N4AY42,142.6,8,13,2022-05-22,0,0
Y28E7U3V,116.4,11,11,2022-05-19,0,0
QT8WE794,107.9,10,12,2022-05-20,1,0
AV13FCJP,164.1,35,16,2022-04-25,0,0
QYNAH5BE,92.2,24,10,2022-05-06,0,0
KAACIMPX,63.4,43,7,2022-04-17,1,0
D45A2E5S,100.1,53,7,2022-04-07,0,0
YU61XR2I,66.8,26,6,2022-05-04,0,0
B8A9LBHW,111.1,32,12,2022-04-28,0,0
JC9BZQ10,108.5,57,11,2022-04-03,0,0
2V0KUCSH,97,33,10,2022-04-27,0,0
VAQDZXUV,42.3,58,7,2022-04-02,0,0
6T2XGWBE,77.7,40,9,2022-04-20,0,0
5JZNDG96,105.5,42,10,2022-04-18,0,0
OFTB8Y8M,134.9,10,12,2022-05-20,1,0
D061XLQC,99.5,54,12,2022-04-06,0,0
45SNFKQO,138.2,46,13,2022-04-14,1,1
ZSUHJD8Z,88.1,17,9,2022-05-13,0,0
PL1XQQW0,65,19,6,2022-05-11,0,0
8EY032KY,86,3,10,2022-05-27,1,0
QNPUZ0DI,67,3,7,2022-05-27,0,0
9H4AFJ23,112.3,53,10,2022-04-07,0,0
A3EXHLY8,99.8,40,11,2022-04-20,0,0
OAXJMKW0,256.8,27,23,2022-05-03,0,0
HL6EW4CP,56.9,48,7,2022-04-12,0,0
VSDP7M40,161.9,1,14,2022-05-29,0,0
U49NXFAX,106.8,47,12,2022-04-13,0,0
6AK932H3,106.4,20,14,2022-05-10,1,0
OS18VX4F,121.4,33,12,2022-04-27,0,0
35GBD8OT,104.5,33,10,2022-04-27,0,0
F523EBXA,69.3,5,10,2022-05-25,0,0
QT2UO27W,140,5,15,2022-05-25,0,0
WNPJGD84,126.9,2,13,2022-05-28,0,0
FR6JGQIM,60.5,49,6,2022-04-11,0,0
6VXG0ZKL,85.3,43,12,2022-04-17,0,0
KLKO7Y6O,93.6,38,12,2022-04-22,0,0
RULX9FB8,76.8,55,10,2022-04-05,0,0
ZJYN8RUZ,85.7,14,7,2022-05-16,1,0
L3GDRLS0,31.7,0,7,2022-05-30,0,0
SOKWNZIM,162.2,51,17,2022-04-09,0,0
G4KQF7G7,87.1,7,8,2022-05-23,1,0
SGZ6ECMZ,96.8,23,10,2022-05-07,0,0
QS8DZ2K8,79.1,5,12,2022-05-25,0,0
2FWRUSA9,60,43,10,2022-04-17,0,0
SJLEMEAR,190.3,20,15,2022-05-10,0,0
FYZN0R7C,106,55,11,2022-04-05,0,0
YUA4OUXA,97.9,22,9,2022-05-08,0,0
2OU0CE23,93.8,10,11,2022-05-20,0,0
QUPBQCMH,167.4,54,14,2022-04-06,0,0
DGWCUII9,106.3,28,10,2022-05-02,0,0
UL8X508N,66.5,25,7,2022-05-05,0,0
SLZN4F25,132.5,17,12,2022-05-13,0,0
RK4I7QFU,89,56,9,2022-04-04,0,0
QEQEAIZH,114.8,47,11,2022-04-13,1,0
ORR1H7HO,224.7,20,17,2022-05-10,0,0
"NAAM2BG0",80.4,44,9,2022-04-16,0,0
6ENWUEIB,84.2,37,6,2022-04-23,1,0
9L9E0K1U,57.7,17,5,2022-05-13,0,0
XQL3UWE7,92.9,35,8,2022-04-25,0,0
UJ8HSJZM,105.4,52,9,2022-04-08,0,0
BSU1HG78,169.4,0,15,2022-05-30,1,0
K8Z5GASJ,85.1,36,9,2022-04-24,0,0
7T4WYH69,114.9,42,10,2022-04-18,0,0
1XFH4IR6,88.5,47,9,2022-04-13,0,0
54UA9DXR,62.9,16,8,2022-05-14,0,0
FO63O3SW,87,58,10,2022-04-02,0,0
F3SOL4SF,64.6,16,6,2022-05-14,0,0
8LQE0W9Y,123.1,54,12,2022-04-06,0,0
O9R3X6HY,55.7,39,9,2022-04-21,0,0
4RTYIE1A,59.1,31,8,2022-04-29,0,0
W1ARKF4E,139.6,30,14,2022-04-30,1,0
EN46BPHM,41.7,41,7,2022-04-19,0,0
KHST556A,125.2,35,12,2022-04-25,0,0
DZHMUM1Q,110.1,42,13,2022-04-18,0,0
QN7L2XFL,105.5,33,9,2022-04-27,0,0
WJVYMOB4,142.6,45,13,2022-04-15,0,0
6OLETWZB,46.8,40,6,2022-04-20,1,0
P0Z24ER8,142.6,28,14,2022-05-02,0,0
UIW6OKSR,151.4,2,14,2022-05-28,0,0
AUE1COEL,71.4,12,11,2022-05-18,0,0
STLQUMEI,61,24,9,2022-05-06,0,0
EF0KPAWP,73.6,21,7,2022-05-09,0,0
A3GZ80IN,76.3,45,8,2022-04-15,0,0
VSA15YFJ,109.2,24,10,2022-05-06,1,0
VGG1TOGD,89.8,17,9,2022-05-13,1,0
OT43FESR,50.2,28,5,2022-05-02,0,0
683MGTTR,109.5,16,11,2022-05-14,1,0
KIK04AAY,81.7,35,8,2022-04-25,0,0
MUDBPHIF,76.6,13,9,2022-05-17,0,0
KGMF3TPR,51.1,56,9,2022-04-04,0,0
J0N4OJ8T,67.6,28,9,2022-05-02,0,0
IQAGQA05,148.4,53,14,2022-04-07,1,1
UZYO4253,144.5,37,14,2022-04-23,0,0
FZTP78H0,98.9,32,9,2022-04-28,0,0
TUC2GVR2,112.3,49,14,2022-04-11,0,0
D40YCYCM,91.9,35,14,2022-04-25,0,0
EIXNJ69B,66.6,13,6,2022-05-17,0,0
2I7IHF1Q,93,41,14,2022-04-19,0,0
FXXRHPRD,104.4,37,10,2022-04-23,0,0
EG1G3H9S,105.6,21,13,2022-05-09,0,0
JLWIH0NO,84.3,53,10,2022-04-07,0,0
F56X3LJW,94.8,22,10,2022-05-08,0,0
VD8IJHSW,101.7,21,10,2022-05-09,0,0
Q98T26F7,125.7,58,11,2022-04-02,0,0
CD7OETBF,100.2,40,13,2022-04-20,1,0
CACIASBY,88.1,38,9,2022-04-22,1,0
3RNTMHU7,80.5,16,11,2022-05-14,0,0
VADSBLEI,45.7,44,8,2022-04-16,0,0
CU92VN72,116.6,48,11,2022-04-12,1,1
HBAEUQ67,90.7,10,10,2022-05-20,0,0
OJTS369R,77.9,33,10,2022-04-27,0,0
JZO0GIFQ,46.6,5,6,2022-05-25,0,0
3DGG9MJN,108.9,54,12,2022-04-06,0,0
TXSM6DJJ,117.3,28,14,2022-05-02,0,0
CDRXGPLL,139.3,35,14,2022-04-25,0,0
ZKH123M2,178.2,9,13,2022-05-21,1,0
B86WRSM7,98.9,20,12,2022-05-10,0,0
QIJL9WBG,106.1,16,13,2022-05-14,1,0
3T8E3Q8N,67.9,47,8,2022-04-13,0,0
WO1W4QT9,68.5,10,9,2022-05-20,0,0
OU1W6K7O,39.6,8,6,2022-05-22,0,0
MDRYOXLL,130.9,46,14,2022-04-14,1,0
A2EIZRPT,43.4,24,4,2022-05-06,0,0
1ODA4W3F,105.3,5,11,2022-05-25,0,0
Z9J27SE7,105.1,47,11,2022-04-13,0,0
YMXSI5H1,118.3,18,14,2022-05-12,0,0
ZOHQOQY1,144.3,18,13,2022-05-12,0,0
OA2CMAB4,71.5,22,11,2022-05-08,0,0
4I7QWLHG,117.8,3,13,2022-05-27,0,0
FSSS8E7E,89.2,40,8,2022-04-20,0,0
7IV5FDJU,100.2,28,12,2022-05-02,0,0
PFK16Q4J,102.2,47,11,2022-04-13,0,0
R18MC1LC,48.7,49,9,2022-04-11,0,0
