id,unlimited,roaster,wifi,locations,recency,origination,food,tx,per_cap,q1,q2_1,q2_2,q2_3,q2_4,q2_5,q3,q4
Z9ZA990A,0,1,1,8,6,141,0,89,6.8171910112359555,0,3,4,2,4,4,0,10
Z0Z0A900,0,0,0,5,9,303,0,240,5.045916666666667,0,4,3,3,1,3,1,8
0A09Z0A0,1,1,1,5,4,275,1,152,12.980197368421052,0,4,4,4,2,2,0,8
Z99AZ0A9,0,0,1,3,8,221,0,56,2.4353571428571428,1,1,2,2,2,3,0,9
0A9AZA09,0,1,1,7,8,62,1,42,10.802380952380952,1,4,4,5,3,3,0,9
9A999900,1,0,1,9,4,342,0,276,4.768876811594203,1,4,4,4,3,3,0,10
99A90909,0,0,0,6,6,295,1,125,9.08048,1,5,5,3,3,2,0,7
999090Z0,0,0,1,5,7,198,1,50,5.0944,1,3,3,4,4,3,0,10
00A000AA,1,1,0,7,9,100,0,1,8.14,1,3,4,5,2,5,0,10
ZZA9A9Z9,0,0,1,6,5,339,0,83,2.325180722891566,1,4,3,3,2,3,0,9
A099Z099,0,1,1,3,9,125,0,37,6.471081081081081,1,3,3,3,2,5,0,8
ZA9ZZAAZ,0,0,0,5,7,316,0,129,4.256124031007752,1,4,4,4,3,3,0,6
Z9AZA9ZA,0,0,1,5,5,94,1,54,7.637222222222222,1,2,3,5,4,3,1,10
A09A099Z,0,0,1,13,6,240,0,3,2.5966666666666667,1,3,3,5,2,4,0,7
AAAA9A9Z,0,0,1,9,9,229,0,108,4.668333333333333,1,3,2,3,2,3,1,7
Z9AZ0ZA9,0,0,1,6,8,96,1,14,5.062857142857142,1,3,3,3,3,4,1,7
ZAZ9ZZZ9,0,1,1,4,6,140,1,106,10.50179245283019,1,1,4,2,1,4,1,10
0990ZZ0A,0,0,1,4,8,354,1,150,5.911333333333333,1,1,3,4,5,4,0,9
00ZZZ900,1,0,0,6,7,266,1,209,11.069282296650718,1,3,2,2,2,5,0,9
09A9AZ0Z,0,0,1,4,5,238,0,32,2.955625,1,3,3,4,1,3,0,8
9ZAZAZ99,0,0,1,9,8,339,0,8,3.3825,1,4,3,4,4,3,0,6
Z9ZA99ZA,0,0,1,4,8,225,1,73,8.277671232876711,1,3,2,3,2,3,0,10
99AZ99Z9,0,0,1,2,6,63,1,33,4.627272727272727,1,4,4,3,2,4,0,8
99A9AZ9A,0,1,1,2,8,297,0,36,4.153611111111111,1,1,3,4,1,3,0,7
0ZZ00ZZZ,0,0,1,6,7,313,1,57,5.649649122807017,1,4,5,3,3,4,0,6
AZZZ9099,0,1,0,8,6,80,0,77,6.917272727272727,1,3,3,3,4,5,0,6
AZZ0Z09A,1,1,1,1,9,100,1,27,13.36962962962963,1,4,4,5,2,3,1,8
9ZAZAZZA,1,0,0,6,7,132,1,89,10.473932584269662,1,4,2,4,3,4,0,9
Z990Z90A,0,0,1,8,6,349,1,233,4.148154506437768,1,1,4,5,2,5,0,10
Z00ZAZA9,0,0,1,4,9,314,0,73,0.5523287671232877,1,3,2,4,2,3,0,4
9A09999Z,0,0,0,6,6,341,0,39,4.074102564102564,1,2,4,4,2,4,1,9
0099ZA00,0,0,0,1,8,159,0,67,1.6113432835820896,1,1,4,5,1,3,0,7
AAZ90Z9A,0,0,0,11,8,86,0,28,1.4428571428571428,1,2,3,4,3,2,1,7
0009000A,0,0,1,8,7,194,0,33,1.5266666666666668,0,3,4,4,3,4,1,7
09A9Z090,1,0,1,6,7,79,1,72,6.546666666666667,1,3,4,4,4,5,0,10
A9Z9A0Z0,0,1,0,5,6,349,0,338,6.508905325443788,0,2,5,4,2,3,0,6
0099ZAAZ,0,0,1,3,8,224,0,210,2.512190476190476,1,1,5,4,3,4,0,6
0AZ9Z990,1,0,0,9,8,143,0,18,6.846111111111111,1,4,4,3,3,3,1,6
Z00ZAAZ9,0,0,1,7,6,291,0,123,3.1175609756097558,1,2,3,3,2,5,0,6
9ZAZA99A,0,0,0,3,8,58,1,9,7.930000000000001,1,3,3,3,3,4,0,10
09AA9ZAZ,0,0,1,6,6,212,0,136,3.6499264705882353,1,3,3,3,2,5,0,9
A9ZAZ0ZZ,0,1,0,5,8,252,1,74,14.576216216216217,1,2,1,4,2,4,0,4
90909Z0Z,0,1,1,4,8,187,1,184,7.956086956521739,1,3,4,4,2,3,0,10
0A090Z9A,0,0,1,4,8,345,0,93,0.6451612903225806,1,5,4,4,3,4,0,9
09099090,0,0,0,3,9,356,1,156,7.651410256410256,1,2,4,2,3,3,0,8
ZAZA009A,0,0,1,5,7,176,1,78,6.559102564102564,1,4,4,4,2,3,1,9
0ZA99ZAA,0,0,1,3,7,112,0,22,5.880909090909091,1,4,4,4,2,4,0,7
A90AAA0Z,0,1,1,3,8,261,0,133,6.649172932330828,1,1,4,5,2,4,1,9
0999AAAZ,1,0,1,1,7,140,0,95,6.024631578947369,1,5,4,3,3,3,1,10
90AA90AA,0,0,0,2,9,170,0,148,3.6478378378378378,1,1,3,4,2,4,0,9
ZZZZ9A0A,1,0,1,3,5,258,1,119,7.498991596638655,1,2,2,4,3,2,0,9
9ZA00AA9,0,0,1,5,9,63,1,35,7.242857142857143,1,1,5,4,2,4,0,10
ZA99AAAZ,0,0,1,2,6,166,0,132,3.594469696969697,1,3,2,4,3,5,0,8
999AAZ09,0,0,1,5,8,42,0,30,3.2706666666666666,1,3,3,4,2,3,1,9
0A99AZZZ,0,1,1,5,6,345,1,192,11.31890625,1,2,5,4,3,2,0,9
90ZZAA9A,0,0,0,8,11,259,1,59,9.947457627118643,1,3,4,4,3,3,0,5
099909ZZ,0,0,0,4,5,214,1,160,10.4363125,1,2,4,5,2,4,0,7
0ZA9AZAZ,0,0,1,4,8,126,1,5,6.694,1,3,4,5,2,3,1,8
ZZ000Z99,1,0,1,5,8,194,0,103,4.666796116504854,1,4,3,4,4,4,1,7
Z0ZZAZ00,0,0,1,5,6,247,0,204,1.6594607843137255,1,4,3,4,3,5,1,10
A9009Z99,0,1,1,3,7,250,0,16,5.109375,1,3,3,2,4,2,0,10
AZAZ9Z9A,0,0,1,6,4,239,1,209,6.243301435406698,1,2,5,4,2,4,0,7
AAAZZZZZ,0,0,1,4,7,293,0,218,6.102706422018349,1,3,3,5,1,4,0,10
909A9A09,0,0,1,5,5,285,1,74,6.119054054054054,0,3,3,4,3,2,0,8
AAZ9ZZZ9,0,0,1,7,5,160,0,33,0.8321212121212122,1,2,4,4,5,3,0,7
09AZ9Z99,0,1,1,5,5,123,1,70,8.815714285714286,1,2,3,4,1,4,1,9
099A90AZ,0,0,1,6,7,180,0,104,3.5570192307692308,1,3,4,2,2,4,0,10
AA9Z0A0A,0,0,0,3,8,78,0,42,2.7635714285714283,1,3,4,3,4,5,0,8
0A0Z9ZZ9,1,0,1,5,8,252,1,158,11.904240506329113,1,1,4,4,4,4,0,9
Z90Z0000,1,1,1,8,5,257,1,93,7.738172043010753,1,1,3,4,4,3,0,7
Z099AZ0Z,0,0,0,6,7,208,0,206,3.925485436893204,0,3,3,3,4,5,1,8
0AAZA099,0,0,1,5,9,333,1,41,6.762926829268292,0,3,3,2,3,4,1,10
Z0Z09A90,0,0,0,6,9,226,1,122,7.18016393442623,1,1,2,4,4,3,1,10
90AZ0909,0,0,0,7,7,324,0,313,3.7572843450479234,0,2,4,4,2,5,0,9
99AA00ZA,0,1,1,7,6,130,1,76,11.101973684210526,1,4,5,3,2,4,1,8
Z0A9AZ99,0,1,1,9,5,196,1,94,9.68531914893617,1,5,4,3,5,3,1,10
Z099AZA0,0,1,1,4,9,42,1,11,9.881818181818183,1,4,2,5,2,4,0,9
90009990,0,1,0,7,7,249,1,213,11.804178403755868,0,2,4,2,5,3,1,9
AA99ZAA0,0,0,1,7,7,339,0,249,3.0450200803212852,1,3,3,3,2,3,1,7
Z9AZA09A,0,0,0,5,6,286,0,19,5.921052631578948,0,4,2,3,1,3,1,7
99900A90,0,0,1,6,8,168,0,158,2.5408227848101266,1,3,4,3,2,5,0,8
ZAAA0AA9,0,1,0,6,5,161,1,95,11.073578947368421,0,3,5,4,4,4,0,5
A999Z090,0,0,1,8,7,305,0,234,1.8729914529914529,1,3,3,3,2,4,0,7
0Z00AA09,0,0,1,5,9,324,1,305,5.405704918032787,1,1,4,3,4,4,0,6
0Z0ZAA0Z,0,0,1,7,8,262,0,20,1.8699999999999999,1,3,3,3,2,3,0,9
A9A0AA90,0,1,1,3,9,231,1,125,9.61336,1,5,2,4,4,2,1,10
9ZA09A09,1,0,1,6,7,269,0,165,4.61230303030303,1,3,3,3,2,5,1,9
9AA9A0ZZ,0,1,0,4,7,276,0,173,6.264797687861272,1,4,2,4,1,4,0,10
999Z0090,0,1,1,1,6,217,0,1,8.52,1,3,1,3,3,3,0,10
A0Z00A0Z,0,0,0,8,6,323,0,166,0.803855421686747,1,3,4,3,3,4,0,6
Z9099A90,0,0,1,5,7,161,1,17,8.779411764705882,1,2,2,3,3,3,0,10
AZZZZA9Z,0,0,1,2,8,99,0,60,2.1505,1,2,3,4,2,2,0,7
9ZZ9AZ00,0,0,0,7,6,349,1,22,8.364545454545455,1,3,2,5,3,3,0,9
Z0AZ999A,0,0,1,6,6,52,0,16,3.42,1,3,3,3,2,2,1,10
Z9ZZ99A9,1,1,1,5,8,330,0,91,7.880000000000001,1,3,4,3,3,3,1,7
9ZZA0099,0,0,0,4,8,226,1,108,8.751574074074073,1,3,2,4,2,4,0,8
ZZA0AZZZ,1,0,1,7,9,235,0,125,3.8368800000000003,1,4,2,2,3,4,1,8
A9ZA0990,0,0,1,5,6,130,1,13,6.8707692307692305,1,3,4,4,2,5,0,6
Z9Z0A0A9,0,0,1,3,7,336,1,245,4.206163265306122,1,4,5,4,1,3,1,10
A9Z0009Z,0,0,1,3,6,62,1,21,5.717619047619047,1,3,5,1,2,5,0,10
AAA9ZZZA,0,1,1,4,9,268,0,241,4.196016597510374,1,3,4,2,2,4,0,8
00000090,0,1,1,4,5,42,1,22,8.280454545454544,1,2,4,2,1,4,0,10
09Z9AA0A,1,0,1,6,9,332,0,136,3.4210294117647058,1,4,5,4,2,5,0,8
99ZAZZ9Z,1,1,0,2,7,289,1,157,12.776496815286624,1,3,4,4,3,5,1,10
9ZZ9A9A9,0,0,1,4,7,260,1,23,5.0517391304347825,1,3,3,4,3,4,0,8
9A90ZAZ9,0,0,1,6,6,209,0,75,0.8445333333333334,1,1,4,2,4,4,0,7
09AA0A0Z,0,0,1,4,9,336,0,153,2.7447712418300654,1,1,4,4,2,4,0,9
00A0A9AZ,0,0,0,4,4,291,0,22,4.183636363636364,1,3,2,2,3,2,0,9
9AZAA9Z9,0,0,1,3,6,88,0,3,1.3166666666666667,1,3,3,4,4,3,0,10
AA090Z9A,0,0,0,3,5,307,0,278,2.595251798561151,0,2,2,3,3,3,0,5
A0909A9A,0,0,1,4,5,69,1,4,4.6325,1,2,3,5,3,3,0,10
9ZZ9Z0A9,0,0,1,3,5,307,1,97,6.255257731958763,1,4,4,2,3,4,0,6
Z9090AZZ,0,0,1,4,7,319,0,291,2.7587285223367695,1,1,4,3,3,2,0,8
9A00ZZ09,0,1,1,2,9,350,0,217,3.988202764976959,1,3,2,1,1,3,0,7
0A00ZAZ9,1,0,1,6,8,156,0,152,6.326907894736842,1,2,4,3,3,5,0,10
A9Z90ZAA,0,1,0,6,5,293,1,231,8.263073593073592,1,3,2,4,4,3,1,9
AA90A9Z0,0,1,1,5,8,69,0,8,6.01,0,3,3,2,1,4,1,5
AZAAZ909,0,0,1,2,8,326,0,155,4.174645161290323,1,2,4,4,2,3,0,6
Z9AZZAA9,1,0,0,7,6,115,1,76,10.968421052631578,1,1,4,5,3,4,1,8
0A90A9AZ,0,0,1,6,8,334,0,188,3.3368085106382983,1,2,4,2,5,4,0,6
00Z909A0,0,0,1,4,5,319,0,34,3.206764705882353,1,2,2,4,1,5,1,6
ZAZ09AA9,0,0,1,4,6,267,1,193,5.6405699481865295,1,3,4,4,4,4,0,5
9AZZA090,0,0,1,5,7,52,0,1,1.56,1,1,2,3,2,5,1,7
0Z9009ZA,0,0,1,4,6,240,0,203,1.5810344827586207,1,4,4,3,2,4,0,9
ZZ0A9099,0,0,1,4,6,278,0,28,4.875714285714286,1,3,2,4,2,4,0,9
900A09Z0,0,0,1,3,10,259,0,31,0.8861290322580645,1,5,4,4,4,5,0,10
ZZ09ZAZ9,0,1,1,3,5,131,0,104,4.0442307692307695,1,2,4,3,4,4,0,7
09A00ZAA,0,1,0,1,8,100,0,45,9.85488888888889,1,2,4,2,1,3,0,6
A0AAA99Z,0,1,0,1,4,129,1,57,12.967543859649123,1,5,3,2,2,3,0,6
00Z0Z090,0,1,1,2,9,99,0,70,8.845714285714287,1,2,3,3,2,3,0,6
000ZAAAZ,1,1,1,2,6,109,0,33,7.817878787878788,1,3,3,2,2,5,0,6
ZZ99Z9A0,0,0,1,3,7,124,0,40,6.891500000000001,1,2,3,1,3,4,0,7
Z999Z0A0,0,1,0,2,10,129,0,11,9.89090909090909,1,3,4,4,1,4,0,9
0Z00A0AZ,0,1,0,6,7,65,0,53,10.830377358490566,1,1,5,2,1,5,0,7
ZZZ90Z9A,0,1,0,2,10,65,0,63,10.202222222222222,1,3,4,2,3,3,0,8
900A9ZA0,1,0,0,2,10,119,1,8,14.1075,1,1,3,3,1,4,1,7
Z09090ZZ,0,1,0,2,4,64,0,62,10.92725806451613,1,1,4,2,2,3,0,7
909AA9Z0,0,0,0,3,9,83,0,57,5.435087719298246,1,4,4,2,3,4,0,7
90ZZ0A0Z,0,0,0,1,8,117,0,24,8.804166666666667,1,1,3,1,3,2,0,8
0990A9ZZ,0,1,1,4,5,61,0,5,9.209999999999999,1,2,3,2,3,2,0,7
ZAZAZ0A9,0,0,0,1,6,104,0,82,8.97170731707317,1,1,3,1,2,2,0,8
9AZ99AZ9,0,0,0,2,5,111,1,28,8.688214285714286,1,1,3,4,1,3,0,8
ZZ0AA09Z,0,1,1,1,7,77,0,58,9.528965517241378,1,1,3,2,1,2,0,6
9AZAZ090,0,1,0,1,9,57,0,32,7.416875,1,1,4,3,4,2,0,8
909AZZ9A,0,0,0,1,10,67,0,40,5.88425,1,3,3,2,3,2,0,8
0A9AZ0Z9,0,0,0,3,11,128,0,40,6.16025,0,1,3,4,3,1,1,8
0AA9Z099,0,1,1,3,7,104,0,25,6.1784,1,2,2,2,2,3,1,9
A9000A99,0,1,0,1,6,93,0,41,8.099024390243903,1,2,5,1,3,1,0,8
AAAA000Z,0,1,0,1,7,95,0,29,8.763448275862068,1,1,5,3,2,2,0,9
999ZZ900,0,1,0,1,8,84,0,55,8.843272727272728,0,2,4,2,2,3,0,8
ZA9Z9AA0,1,0,1,3,5,109,0,48,8.567708333333334,1,4,3,1,3,4,0,6
0ZZ99A00,0,1,0,2,4,94,0,65,10.693538461538463,1,3,3,2,2,4,0,8
ZZZAZ0Z0,0,1,1,2,6,105,0,38,7.92157894736842,0,4,3,3,3,5,0,8
Z00Z0Z09,0,1,0,1,8,78,0,50,10.331,1,3,4,2,2,3,0,8
A090A0ZZ,0,1,0,4,5,106,0,84,8.77892857142857,1,1,3,4,3,3,0,8
A0A9Z90Z,0,1,0,6,5,124,0,38,7.648947368421053,1,2,4,1,2,3,0,7
A0090999,0,1,0,4,10,128,0,52,9.147884615384616,1,1,4,2,2,3,0,9
09ZAA9Z0,0,1,0,2,6,129,0,119,6.103277310924369,1,2,5,1,3,2,0,9
99ZZ09AA,0,0,0,2,10,57,0,2,9.085,1,1,4,3,2,3,0,10
ZZA0A990,0,0,1,2,9,59,0,25,7.2324,1,1,3,2,3,2,0,9
90A00AZA,0,1,0,1,6,95,0,53,7.238679245283018,1,1,5,3,1,3,0,9
A99ZA999,0,1,0,2,6,113,0,51,8.646470588235294,1,2,4,3,3,4,0,8
AA9Z0A0Z,0,1,0,1,6,67,1,11,12.838181818181818,1,1,4,3,2,4,0,6
ZAA99Z09,1,1,0,4,8,112,0,68,13.798970588235294,1,1,4,2,1,3,0,8
9AA9ZA90,0,1,0,4,6,114,0,76,9.382236842105263,1,4,4,4,2,2,0,9
999ZA909,1,0,0,3,10,80,0,58,9.018275862068965,1,4,5,2,4,3,1,8
0AZA0AAA,0,1,0,3,12,82,1,69,12.217391304347826,1,1,4,3,2,2,0,10
9Z999AAZ,0,1,0,5,5,97,0,57,9.395438596491227,1,1,5,2,3,2,0,10
9090Z990,0,0,0,1,8,101,0,69,6.111449275362319,1,1,5,2,1,4,1,7
Z00AZ099,0,0,0,1,7,110,0,57,5.7117543859649125,1,2,4,3,2,4,0,9
0AAAAAZ0,0,0,0,5,12,74,0,60,7.948833333333334,1,4,5,3,3,3,1,6
99Z990A0,0,0,1,2,9,74,1,4,9.65,1,2,4,2,3,4,0,8
90ZZ9909,0,1,0,4,8,66,0,57,10.52298245614035,1,1,4,1,3,4,1,8
ZZ09990Z,0,1,0,1,8,61,0,33,6.914545454545455,1,1,3,2,2,2,0,9
9AZAZA9Z,0,0,0,4,9,63,0,56,7.106071428571428,1,2,4,2,2,1,0,8
9AAA999A,0,1,0,1,7,69,0,65,10.564,1,2,4,2,2,3,1,7
9Z9Z0A0Z,0,1,0,3,8,89,0,86,7.570232558139534,1,2,5,3,2,1,0,7
999Z9A90,0,1,0,4,10,85,0,34,10.542941176470588,0,2,4,2,2,3,0,8
0ZZ0A0Z0,0,0,1,2,9,75,0,34,4.956176470588235,1,2,5,3,2,1,0,7
9Z9A99A0,0,1,0,4,6,109,0,5,9.248000000000001,1,2,4,4,2,4,1,7
ZZ90009A,0,1,0,2,7,73,0,2,12.34,1,4,5,1,1,2,0,8
0A99Z9ZA,0,1,1,3,6,78,0,34,7.089117647058823,0,1,5,5,2,3,1,8
AAA0AAAZ,0,1,1,1,11,74,0,30,8.992666666666667,1,2,3,2,2,2,1,7
0ZZA09Z9,0,1,1,4,5,67,0,13,6.153076923076923,1,3,3,3,3,3,0,8
Z9900Z9Z,0,1,0,4,7,105,0,38,9.458947368421052,1,1,4,4,2,4,0,7
Z009909A,0,0,0,2,5,68,0,27,6.841111111111111,1,4,4,4,2,2,1,7
90A00A09,1,1,1,2,6,114,0,43,8.783488372093023,1,4,5,2,2,1,0,9
9Z0ZZ0A0,0,1,1,3,8,57,1,43,12.806976744186047,1,3,5,3,3,2,1,6
A99ZZZZA,0,0,1,2,9,74,0,5,6.398,1,3,5,4,3,1,0,9
Z0A0Z0AA,0,1,0,2,8,78,0,25,9.8712,1,3,4,3,1,1,1,8
9AZ09Z9A,0,1,0,2,5,121,0,87,11.196781609195403,1,1,4,1,2,1,0,8
A090ZZ99,0,1,0,1,6,80,0,58,6.4560344827586205,1,3,2,2,3,2,0,8
0A099ZZZ,0,0,0,3,11,78,0,26,5.654230769230769,1,1,4,3,3,4,0,7
0AZZZ9Z0,0,1,1,4,9,96,1,21,13.05,1,2,3,3,3,2,0,8
A090Z0Z0,1,1,1,1,14,82,0,74,12.080810810810812,1,3,3,3,2,3,1,7
09Z09A90,0,1,0,1,8,69,1,20,12.9605,1,2,5,2,3,3,0,10
AAZ0Z0Z0,0,0,0,3,4,106,0,93,7.012043010752688,1,4,4,4,3,3,0,6
A9Z9ZZZZ,0,1,0,1,8,56,0,4,12.0225,1,1,4,2,2,2,0,6
Z9A0900A,0,0,1,1,6,105,0,56,2.8628571428571425,1,3,5,2,4,2,0,8
A9900A9Z,0,1,0,2,9,105,0,13,7.03923076923077,1,3,3,2,2,1,0,9
9990A0ZA,1,1,0,1,10,123,0,69,14.732173913043479,1,2,4,3,3,3,1,8
ZAZZZZZA,0,0,0,3,7,98,0,28,8.410357142857142,1,1,3,3,3,2,0,7
009AAA9A,0,1,1,2,12,104,1,102,10.937352941176469,1,1,4,3,3,3,1,7
A909900Z,0,1,1,4,8,71,0,23,7.076956521739131,1,2,5,4,2,2,0,7
ZAAZAA90,0,1,0,1,4,72,0,55,10.098363636363636,1,2,4,3,2,5,0,10
909A909A,0,0,0,2,9,113,0,17,5.865294117647059,1,3,3,3,2,2,1,6
00A9Z9ZA,0,1,0,2,7,113,0,96,9.244479166666666,0,1,2,2,4,4,1,10
9Z99009Z,0,1,0,1,8,100,0,63,11.732857142857142,1,2,5,5,2,1,0,7
009Z9ZZZ,0,1,0,4,6,87,1,37,10.971891891891891,1,1,3,4,3,5,1,8
AAZZ09Z9,0,0,0,4,7,72,0,42,6.846190476190476,1,1,5,4,2,2,0,8
ZZ0AA900,0,0,0,3,9,123,0,40,8.53825,1,1,5,2,1,4,0,9
9009900A,0,1,0,3,9,103,0,100,10.080599999999999,1,2,4,3,2,5,0,8
99A0ZAZA,0,0,0,3,13,80,0,46,8.337608695652174,1,2,3,3,3,2,0,9
AA0Z900Z,0,0,0,1,8,84,0,37,5.834594594594594,1,1,4,5,2,4,0,8
9099ZZ09,0,0,0,3,6,83,0,55,8.31,1,3,4,3,2,4,0,9
9AZ99Z99,1,1,1,2,8,122,0,84,9.996428571428572,1,1,3,4,1,4,0,9
0ZAAZ0A0,0,1,0,4,9,121,1,44,14.847272727272726,1,1,3,3,3,4,0,7
Z90A99AA,0,1,0,1,7,112,0,62,6.379032258064516,1,1,4,2,2,3,0,7
09Z09A0A,0,1,0,3,7,113,0,73,10.386712328767123,1,2,3,2,1,4,0,7
009Z09AZ,0,1,0,3,5,56,1,11,13.908181818181818,1,1,5,3,4,1,0,9
ZAZZZA0A,1,1,0,2,8,63,0,21,12.387619047619047,1,2,4,2,2,4,0,7
ZZ0Z09A9,1,0,0,3,9,108,0,90,10.333666666666666,1,3,3,3,2,2,0,9
AA0ZA9A0,1,1,0,2,10,63,0,35,12.086857142857143,0,1,5,3,3,2,0,8
A90Z099Z,0,1,0,1,9,71,0,15,10.179333333333334,1,1,5,4,3,3,0,9
099A00Z0,0,1,0,2,8,97,0,2,5.425,1,2,5,2,2,3,1,8
Z00AZAZZ,0,1,1,1,4,97,0,27,9.398888888888889,1,4,3,3,3,1,0,7
90AZAZZ0,0,1,0,1,9,61,0,2,9.75,1,3,2,4,2,3,0,7
Z9Z9ZA9A,0,1,0,3,6,74,0,62,8.179032258064517,1,3,3,3,3,2,0,7
0ZA0A000,0,1,0,3,10,104,0,7,10.497142857142858,1,1,4,2,2,2,0,8
AAZ0A900,0,0,0,1,6,86,1,37,12.134594594594596,1,2,5,3,2,2,0,8
0Z9009ZA,0,1,0,4,6,61,0,23,11.885217391304348,1,1,4,2,1,2,1,9
99Z9A0AA,0,1,0,1,4,82,0,17,10.581176470588234,1,3,4,4,2,1,0,7
9AZ9Z0A9,0,1,1,3,8,68,0,28,5.9539285714285715,1,4,4,2,1,2,0,8
A0ZZ900Z,0,1,0,2,11,90,0,59,9.851694915254237,1,1,4,3,3,3,1,7
9990Z00A,0,1,0,2,10,99,0,53,8.592075471698113,1,5,5,2,2,4,0,8
AAAZ0Z09,0,0,0,2,9,90,1,78,9.656794871794872,1,4,3,2,2,3,0,10
AA909A0A,0,1,0,2,10,101,0,47,7.637446808510638,1,1,4,2,2,3,1,9
99A9Z99Z,0,1,0,3,4,116,0,1,11.93,1,2,4,3,1,3,0,9
0ZZ9A900,0,0,0,5,8,60,0,14,5.643571428571429,1,4,4,3,1,4,0,9
AAA99AZ0,0,0,0,1,8,128,0,18,7.25,1,2,5,1,2,5,0,7
0A99AZ90,0,1,0,3,7,109,0,34,11.634705882352941,1,2,5,2,3,2,1,7
09AZZZAA,1,1,0,1,11,95,0,2,13.21,1,1,5,3,2,3,0,7
9Z00Z00A,0,1,0,3,6,117,1,111,11.206846846846847,1,1,5,3,4,2,0,9
9ZAZ90AZ,1,1,0,7,9,129,0,40,11.036,1,4,4,3,2,3,0,7
AZZ99Z0Z,0,1,0,2,6,63,0,21,8.363333333333333,1,2,3,2,2,1,0,6
AZA0Z9ZZ,0,1,0,1,11,94,0,61,11.127213114754099,1,1,5,2,2,2,0,7
990Z00A0,0,1,0,1,8,106,0,36,8.110833333333334,1,1,5,2,3,5,0,10
ZA0A09AZ,0,1,0,4,9,93,0,70,11.248,1,1,3,3,2,3,0,8
AZ99AAZA,0,0,0,6,10,108,1,107,11.961401869158877,1,3,4,1,4,3,1,9
A9AZ09AA,0,1,0,2,8,89,0,57,9.473157894736843,1,2,3,2,3,4,0,8
009Z09AZ,0,1,1,2,7,126,0,36,8.294444444444444,1,1,3,3,2,4,0,6
ZA0Z09ZA,0,1,0,4,4,91,0,45,7.350222222222222,1,2,5,1,2,3,0,8
9ZZZZ90Z,0,1,0,2,8,107,0,31,9.932580645161291,1,2,4,3,3,3,0,8
AA9Z9Z00,0,0,0,3,6,101,0,57,5.157719298245614,1,2,5,3,3,3,0,8
AZZA0Z0Z,0,1,1,3,8,91,0,19,8.255263157894737,1,1,4,2,2,2,0,9
AA99AA99,0,0,1,2,6,84,0,68,3.7836764705882358,1,2,5,2,3,3,0,8
Z9AAAA99,0,1,0,1,6,58,0,27,11.252962962962963,1,1,4,4,2,3,0,7
A9AA90ZA,0,0,1,2,12,124,0,47,3.787872340425532,1,3,3,3,3,3,1,8
AZZZ9AAA,1,0,1,2,8,103,0,101,6.1657425742574254,1,1,5,3,2,2,0,9
ZZA9A99Z,0,1,0,2,9,99,0,10,7.49,1,1,5,2,2,2,0,7
ZZ0Z009A,0,1,0,1,8,102,0,90,7.439888888888889,1,2,3,3,3,2,0,8
0A9A0AA9,0,0,1,4,11,76,0,47,7.1744680851063825,1,5,4,1,2,2,0,9
ZAZ0AZA0,0,1,0,3,6,109,0,92,9.188695652173914,1,1,4,4,1,5,0,9
9AAZAZ09,0,1,0,3,7,96,0,39,9.811794871794872,1,4,2,3,3,3,0,8
AZZ99A9Z,0,1,1,4,11,72,0,68,9.293529411764707,1,2,2,3,3,3,0,8
AZ99AZ00,0,0,0,1,5,65,0,31,6.2948387096774185,1,1,5,2,2,4,0,7
090Z00AA,1,1,0,2,9,69,0,67,11.145970149253731,1,3,4,5,3,1,1,9
AA00ZZ0Z,0,0,0,4,11,107,0,97,6.761030927835052,1,2,4,4,4,4,0,9
ZA090009,0,1,0,3,8,68,0,58,10.437413793103449,1,1,4,2,4,2,0,7
00Z0A09Z,0,1,0,3,10,108,0,101,8.37049504950495,1,1,5,3,2,3,0,7
9Z00909A,0,0,0,1,10,107,0,65,8.26123076923077,0,3,4,1,2,1,0,9
A00AA09Z,0,1,0,1,8,81,0,71,11.262535211267606,1,1,4,3,1,2,0,9
Z990ZZZ9,0,1,0,2,10,112,0,68,8.939264705882353,1,1,5,4,4,2,0,7
09A90AA9,0,1,1,4,9,124,1,105,11.774095238095239,1,2,3,3,4,2,0,9
ZZZ000ZZ,0,0,0,2,4,116,0,18,7.997222222222222,1,1,4,2,3,3,0,9
000A09A0,0,1,0,1,8,70,0,46,7.706521739130435,1,1,2,3,4,2,1,8
0AZ0A90Z,0,1,0,1,10,115,0,7,10.505714285714287,1,1,5,3,3,3,1,9
0A9A9AZ0,0,0,0,2,5,129,0,2,8.385,1,1,4,4,2,3,1,8
0AZ0ZZ09,0,1,1,1,4,107,0,70,8.498142857142858,1,2,3,4,1,1,0,7
90999A9Z,1,1,0,4,6,95,0,45,13.495333333333333,1,1,4,3,2,2,0,10
9A90ZA00,0,1,0,3,7,111,0,3,7.473333333333334,1,4,4,3,2,2,0,7
09Z0ZA90,0,1,1,3,10,120,0,102,7.169313725490196,1,1,5,3,3,3,0,8
AZZ9Z0Z0,0,1,1,1,6,89,0,61,9.730983606557377,1,1,5,3,1,3,0,8
9A9AA0AA,0,0,1,4,9,63,0,12,5.6433333333333335,1,1,4,3,2,2,0,10
ZZAA009Z,1,0,0,2,8,59,0,12,7.711666666666667,0,2,5,2,3,2,0,8
999ZAZZ9,0,1,0,1,9,108,0,97,7.5486597938144335,1,2,3,4,2,2,0,7
